# Date: 2022-04-25, 12:43:47
# Query: #x_ >PRED #y & #x_ >VTYPE #z_
# Running time: 552.87s 
# Treebanks: nob-avis, nob-child, nob-lbk-av, nob-lbk-sa, nob-lbk-tv, nob-ndt-lfg, nob-novel, nob-novel_1, nob-novel_2, nob-novel_3, nob-novel_4, nob-novel_5, nob-novel_6, nob-novel_7, nob-novel_8, nob-novel_9, nob-nrk, nob-sofie
# match types: 10810
# matches: 10458840

#	#y	
# Count	value
11	narre*på
11	hensette*seg
11	pelskle
11	taue*bort
11	plante*ut
11	radere*ut
11	skyggebokse
11	våse
11	fighte
11	klumpe*sammen
11	løsgjøre
11	fullrose
11	unnfly
11	briljere*med
11	trykke*seg*på
11	dogge
11	snare
11	fjernstyre
11	livne*opp
11	slegge
11	kreppe
11	radikalisere
11	ape*med
11	jekke*ned
11	uteksaminere
11	bråne
11	bortfalle
11	speak
11	bygge*ned
11	strømme*ut*gjennom
11	innrapportere
11	sleve
11	sammenkalle*til
11	blamere
11	fordyre
11	egne&suit*som
11	skamrose
11	ta*borti
11	hånflire
11	føyke
11	etse*inn
11	klapre*med
11	prime
11	flekke*til
11	ihjelslå
11	skrue*sammen
11	sjuske
11	vokte*mot
11	kurve*seg
11	utmerke*seg*som
11	aure
11	uglese
11	feilbedømme
11	verve*til
11	matforgifte
11	stiple
11	snøre*igjen
11	baute*seg
11	tiske*om
11	omgruppere
11	innrette*seg*på
11	skjemme*seg
11	koste&cost*på
11	glattstryke
11	rubrisere
11	tråkke*over
11	helligholde
11	forhåndsbestille
11	neste*sammen
11	avsondre*fra
11	håne*for
11	stemme*mot
11	etterse
11	heale
11	livberge*seg
11	klive
11	tilvirke
11	sy*igjen
11	proppe*med
11	koie
11	underbygge*med
11	prente*inn
11	tanke*opp
11	prale*med
11	varpe
11	maksimere
11	briefe
11	rullere
11	flise*opp
11	formere
11	speke
11	etse*bort
11	overdynge*med
10	bøffe
10	gane
10	brumle
10	klare*opp
10	prosjektere
10	skrote
10	behefte*med
10	fremkaste
10	fase
10	ventilere
10	eksekvere
10	smette*på*seg
10	bevæpne*seg*med
10	forsølve
10	innsende
10	gruse
10	bibringe
10	tørrprate
10	tilrive*seg
10	skalke
10	etterspore
10	smelte*om
10	oppjustere
10	avkriminalisere
10	want
10	harselere*over
10	overhale
10	kjase
10	rå*til
10	fingere
10	kjekle*om
10	bryste*seg
10	bøye*til
10	maskere*seg
10	utvirke
10	blote*til
10	raske*seg
10	overstoppe
10	gratinere
10	gigge
10	snelle
10	livnære*seg*av
10	se*på*som
10	fragmentere
10	ektevie
10	dresse*seg*opp
10	lyde#navn
10	fortenke
10	beramme
10	sentre
10	jekke*seg*ned
10	fylke*seg
10	kuple
10	solidarisere*seg*med
10	nykke
10	spikre*sammen
10	hefte&delay*bort
10	skøye*med
10	avleire*seg
10	trøstespise
10	bedømme*etter
10	lease
10	tvære*ut
10	trene*for
10	avta*med
10	klebe*igjen
10	lepje
10	spare*sammen
10	befale*over
10	bejae
10	idyllisere
10	solbleke
10	betre
10	fordunkle
10	håndtrykke
10	trumfe*igjennom
10	sause
10	skritte*opp
10	lange
10	renonsere*på
10	bestikke*til
10	ruste*fast
10	fakturere
10	skippe
10	orme*seg
10	korte*inn
10	krøke*sammen
10	daske*etter
10	gaple
10	purke
10	holde*det
10	resonnere*seg*frem*til
10	trylle*bort
10	forføre*til
10	skvise*ut
10	fuske*med
10	kappes
10	postulere
10	slime
10	sykeliggjøre
10	beinflyge
10	glattkjemme
10	diskutere*seg*frem*til
10	zoome
10	moralisere*over
10	plapre*ut*med
10	harmonisere
10	slarke
10	virvle*seg
10	kupere
10	blande*seg*inn
10	krøsse
10	mane*bort
10	skalte
10	forhandle*seg*frem*til
10	operere*som
10	sprute*frem
10	denge*opp
10	materialisere
10	forskanse
10	proviantere
10	fininnstille
10	pinne
10	utrekke
10	valte*med
10	beregne*til
10	kroke*seg*sammen
10	kanonisere
10	flaske*seg
10	kreere
10	innordne
10	ratifisere
10	kompromittere*seg
10	slavebinde
10	kvalifisere*seg*til
10	kjevle
10	oversette*i
10	tårne*opp
10	vedde*med
10	unnskylde*med
10	slakte*ned
10	innløpe
10	gjennomryste
10	overby
10	peise*på
10	utspørre*om
10	pille*bort
10	båndlegge
10	utse*til
9	utbre*seg*om
9	fravokse
9	detronisere
9	mumifisere
9	avertere*etter
9	ovnsbake
9	teoretisere
9	oppkaste*seg*til
9	stille*om
9	soppe
9	kringsette
9	havne*fra
9	beånde
9	retardere
9	intonere
9	swinge
9	handikappe
9	stresse*rundt
9	stifte*fast
9	streve*etter
9	fetere
9	glorifisere
9	overeksponere
9	ta#avstand*fra
9	innfiltre
9	kjøpslå*om
9	påløpe
9	don
9	tell
9	avdramatisere
9	spare*inn
9	deale
9	nedstyrte
9	intrigere
9	smaske
9	skrape*seg*opp
9	hige*mot
9	overprise
9	sleive
9	bore*etter
9	laminere
9	gravere*inn
9	rede*ut
9	gjenbruke
9	eksersere
9	turnere*med
9	vafle
9	omskolere*seg
9	fortrekke*til
9	løslate*fra
9	omarbeide
9	mugge
9	tegne*ned
9	strimle
9	avrette
9	grumse*til
9	oppkaste
9	misse*på
9	utlåne
9	skaffe*frem
9	avskrape
9	blåfarge
9	individualisere
9	suspendere*fra
9	koste&brush*av
9	dasse
9	desentralisere
9	stipulere
9	hipse
9	prute*på
9	træ*på*seg
9	oppkneppe
9	så*til
9	bakvaske
9	utsmykke*med
9	frilanse
9	valte
9	slite*over
9	rådslå*med
9	sammenslynge
9	hjemsende
9	skjerme*seg*mot
9	gro*igjen
9	spikre*opp
9	skyte*til
9	gnåle*på
9	skalte*med
9	gasse*seg
9	fossro
9	saksøke*for
9	sjå
9	grunngi
9	luke*ut
9	berike*med
9	flane
9	ytre*seg*om
9	ynke*seg*over
9	holde*seg*til
9	smekke*til
9	unnslå
9	botanisere
9	hjemkalle
9	dunste*bort
9	flåse
9	parafrasere
9	sprette*av
9	påtenne
9	beverte
9	kneppe*sammen
9	smågråte
9	forhåndsdømme
9	
9	sope*vekk
9	loe*opp
9	stryke*seg*i
9	røyklegge
9	intendere
9	overrenne
9	filmatisere
9	beregne*etter
9	opplære*til
9	veloverveie
9	dyrke*opp
9	forfordele
9	overutvikle
9	smelte*seg
9	flattere
9	say
9	ildne
9	utpønske
9	leie*seg*inn*i
9	spekke*med
9	avpasse*etter
9	lange*til
9	stritte*mot
9	flagge*ut
9	bomme*for
9	tyvlytte
9	meisle*inn
9	opptjene
9	rådføre*seg
9	dorge
9	krase
9	avdele
9	formaste*seg*til
9	lempe*seg
9	aksentuere
9	skjære*istykker
9	kritte
8	vegre
8	bevæpne*seg
8	fikle*frem
8	kappe&compete*med
8	tråkle*sammen
8	sammensverge*seg
8	ruge*ut
8	reglementere
8	oppdatere*seg
8	politisere
8	poppe*opp
8	halle
8	kryssforhøre
8	logge*på
8	stresse*ned
8	ptroe
8	ornamentere
8	orkestrere
8	haspe
8	lette*på*seg
8	hånle*av
8	nødvendiggjøre
8	sentralisere
8	innskrenke*seg
8	skarpslipe
8	avfatte
8	auksjonere*bort
8	drodle
8	rigge*ned
8	tidoble
8	formå*til
8	videreutdanne*seg
8	need
8	levre*seg
8	bestorme
8	dorme*av
8	spjåke*seg*ut
8	presidere
8	henføre*til
8	røkte
8	enervere
8	småhutre
8	være-til
8	dille
8	krige*med
8	must
8	sammenstille
8	stille*til#rådighet
8	vikle*sammen
8	innlate*seg*i
8	dedisere
8	forhåne
8	hausse*opp
8	etterbetale
8	loppe*for
8	jenke
8	plassere*seg*som
8	blåholde*på
8	avkorte
8	posisjonere
8	tinge*på
8	avfolke
8	affektere
8	påakte
8	anspore*til
8	sneke
8	frøe
8	forherde*seg
8	tøyse*bort
8	raljere
8	påkjære
8	ansvarliggjøre
8	vanke*sammen
8	strømlinjeforme
8	salte*ned
8	utplyndre
8	krote
8	legge*til#kai
8	forefalle
8	stake*opp
8	spionere*for
8	vare&beware*seg
8	finere
8	tilgrise*med
8	piffe*opp
8	tallfeste
8	dekonstruere
8	snikmyrde
8	frakjenne
8	knipe*inn*på
8	telgje
8	hugta
8	foresette*seg
8	klampre
8	skue*inn*i
8	kjee
8	budsjettere
8	brygge*seg*opp
8	piple*opp
8	gynge*seg
8	komme&get*seg*som
8	skjemte*med
8	kandisere
8	innvelge
8	forkle*seg*som
8	utpensle
8	kvalifisere*seg
8	reservere*seg
8	taksere*til
8	applikere
8	luske*seg
8	smalne*av
8	harmonere
8	warten
8	bowle
8	udødeliggjøre
8	trolove*seg*med
8	slakke*ned
8	kvinke
8	stive*seg*opp
8	støte*imot
8	tale*over
8	skumpe*til
8	jordfeste
8	predike
8	steppe*inn*for
8	utlede*av
8	morske*seg
8	disputere
8	ruste*seg*mot
8	overskylle
8	gjennomvæte
8	innringe
8	svinne*inn
8	sporte
8	fratre
8	eksponere*seg
8	tilråde
8	niglo
8	istykkersprenge
8	let
8	rushe
8	bøkre
8	dønne
8	jenke*seg
8	omvende*seg*til
8	foreholde
8	skildre*som
8	stride*for
8	selvrealisere
8	sanksjonere
8	homme
8	bråtie
8	råke*på
8	havne*for
8	try
8	addere
8	transcendere
8	ferdigkoke
8	yppe*til
8	opplate
8	feminisere
8	kontinuere
8	aldersbestemme
8	skreddersy*for
8	potte
8	palme
8	gylle
8	ripe*opp
8	stanse*fra
8	takke*nei*til
8	slakke*av
8	feilkonstruere
8	sukke*etter
8	blære
8	forhale
8	megle*mellom
8	forkromme
8	overtyde
8	forhyre
8	kommunisere*om
8	overflødiggjøre
8	fusjonere
8	kroppsliggjøre
8	misunne*for
8	change
8	unnskylde*for
8	omkalfatre
8	innberette
8	dra*på
8	klore*seg*med
8	kvege
7	galvanisere
7	kappe*opp
7	sterilisere*seg
7	omskolere
7	oppfriske
7	helliggjøre
7	sammensy
7	trevle*opp
7	ernære
7	utstaffere
7	tilsvine
7	finlese
7	nyrake
7	krykke
7	fjase*med
7	pælme*ut
7	sose
7	rappellere
7	bla*etter
7	agitere
7	uffe*seg
7	flette&vrenge*av
7	smutte
7	budsjettere*med
7	drøne
7	svalne
7	fete*opp
7	teite
7	dream
7	dyppe*seg
7	utta
7	lefle*med
7	leire*seg
7	kapitulere*for
7	kulle
7	knipe*seg*i
7	ligge*seg*til
7	formumme
7	bruke*seg*på
7	kjølhale
7	titulere*med
7	byttelåne
7	nyspisse
7	honorere
7	kullseile
7	trå*etter
7	null_verb
7	kontrollere*seg
7	ta#hånd*om
7	akkordere
7	refse*for
7	øsregne
7	determinere
7	erodere
7	lage*opp
7	dampe*bort
7	robbe*for
7	bremme
7	henfalle*i
7	innkalle*som
7	hamre*inn
7	puffe*på
7	skumme*igjennom
7	fornorske
7	øse*seg*opp
7	fraskrive
7	utbre*seg
7	gjeninnta
7	utse*seg
7	blakke
7	støle
7	proporsjonere
7	såle
7	lunke*på
7	svabre
7	sublimere
7	utmale
7	sote*til
7	hagle*ned
7	think
7	fase*ut
7	utlegge*som
7	vedkjenne
7	omskape*seg
7	livberge
7	sprenge*vekk
7	assimilere
7	mean
7	tjatre
7	seie
7	vake*over
7	trekke#lodd*om
7	omvelte
7	kryptere
7	trelle*for
7	inngravere*i
7	perfeksjonere*seg
7	magnetisere
7	skylle*i*seg
7	koke*bort
7	barske*seg
7	beflitte*seg*på
7	gasse*seg*med
7	diske
7	overforenkle
7	overstimulere
7	stylte
7	harselere*med
7	utleie
7	lukeparkere
7	kvantifisere
7	morkne
7	vitse*med
7	apportere
7	nyanskaffe
7	oversminke
7	innånde
7	sommerkle
7	kile*seg*inn*i
7	avle*frem
7	oppdyrke
7	høvle*ned
7	give
7	markedsføre*som
7	plissere
7	sele
7	sammensverge*seg*med
7	lisse
7	harpe
7	berike*seg
7	lure*frem
7	brygge*sammen
7	sko*seg
7	røpe*seg*for
7	egge*opp
7	overbrodere
7	daffe
7	forløfte*seg
7	dividere
7	nedkjøre
7	harselere
7	miskunne
7	bebyrde
7	kase
7	utdebattere
7	datere*til
7	tulle*bort
7	researche
7	sprenge*bort
7	gripe*fatt*om
7	presse*igjennom
7	knivstikke
7	låse*seg*ut
7	kjede*sammen
7	besjele
7	ise*på
7	minere
7	forkjøle*seg
7	depravere
7	tysse*på
7	verdsette*til
7	koke*sammen
7	predikere
7	nyskape
7	rynke*sammen
6	svuppe
6	gnukke*på
6	høljeregne
6	frynse*opp
6	tilhylle
6	dutte
6	ernære*seg
6	sheriff
6	anstå*seg
6	lesse*ned
6	oppgire
6	frifinne*for
6	kaldflire
6	godgjøre*seg*med
6	utsuge
6	gjennomskjære
6	kontekstualisere
6	lyngkle
6	foredra
6	walk
6	svindle*fra
6	hviskerope
6	move
6	skate
6	kramme*ut*med
6	minimere
6	hute*seg
6	programfeste
6	omvurdere
6	tvedele
6	dille*med
6	ruste*seg*for
6	kondisjonere
6	skjenke*oppi
6	sprøyte*mot
6	stryke*seg*som
6	gummiere
6	omstille*seg*til
6	røre&stir*opp
6	igjenknipe
6	stensilere
6	innarbeide*i
6	buse*frem
6	stedfeste
6	frese*opp
6	videreutvikle*seg
6	spase
6	dunste*vekk
6	gå*inn*for
6	fate
6	lokalbedøve
6	sambo
6	fylke
6	melke*for
6	prove
6	touche
6	snitte*av
6	kappkjøre
6	råkline
6	dubbe*av
6	sjanghaie
6	forhandle*seg*til
6	framstrekke
6	jorte
6	multitaske
6	melde*seg*opp
6	stryke*seg*under
6	tvangsevakuere
6	bøye*ut
6	sprengfyre
6	ærekrenke
6	utslukke
6	smekke*sammen
6	krote*ned
6	visne*vekk
6	klebe*sammen
6	bore*opp
6	trakke*ned
6	renskrape
6	korte*ned*på
6	overtreffe
6	stampe*frem
6	pose*seg
6	glitte
6	avstraffe
6	spole*frem
6	vriste*seg*løs
6	blåmerke
6	pille*vekk
6	ganne
6	tafse
6	arrivere
6	syre
6	andøve
6	nominere*som
6	lovpålegge
6	tigge*fra
6	forkalke
6	krasjlande
6	støte*vekk
6	leske*seg*med
6	bygsle
6	innfatte*i
6	kramse
6	spøte
6	avsondre
6	sy*ut
6	stulle*med
6	havne*mellom
6	avstive
6	knegå
6	hundse*med
6	kategorisere*som
6	stråtekke
6	sveipe*gjennom
6	injuriere
6	trå*over
6	susse
6	slubre
6	strene*forbi
6	nusse
6	skovle
6	støpe*om
6	spissformulere
6	hjemle
6	moppe
6	spesialbygge
6	påkalle*seg
6	avgrense*seg
6	forlyde
6	nave
6	leske*seg
6	kjekle*med
6	krystallisere*seg
6	rause*ned
6	stryke*seg
6	vike*bort*fra
6	slenge*innom
6	skante
6	knerte*ned
6	pipe*ut
6	aspirere
6	spjære*opp
6	rense*ut
6	delegitimere
6	tåke
6	finveve
6	kludre*til
6	forsimple
6	vandalisere
6	føyse*bort
6	sprenge*istykker
6	fjerte
6	omsvøpe
6	innlede*om
6	klargjøre*til
6	could
6	helgardere*seg
6	flyte*over
6	devaluere
6	ripe*av
6	tidsbestemme
6	buzze
6	prosedere
6	bardunere
6	supe*inn
6	bu*på
6	underrepresentere
6	blamere*seg
6	gande
6	jenke*seg*etter
6	floke*seg*sammen
6	reorganisere
6	oppvekke
6	variere*etter
6	bestrebe
6	tyvlåne*fra
6	nyfinne
6	innhegne
6	garnere
6	forråe
6	pomadisere
6	skeie
6	trykke*seg*med
6	finjustere
6	miskjenne
6	slamme
6	bestryke
6	nyåpne
6	etse*seg*fast
6	avpersonifisere
6	sondre*mellom
6	fiffe*opp
6	sufflere
6	knistre
6	profetere
6	pirke*seg*mellom
6	kursivere
6	berike*seg*på
6	støve*opp
6	skjøte*sammen
6	sette#fyr&fire*på
6	høre*inn*under
6	bippe
6	kive
6	forlyste
6	oppstykke
6	klunke*på
6	komme&get*seg*under
6	trykke*seg*til
6	silregne
6	slipe*bort
6	nyttiggjøre
6	kåsere
6	sing
6	omstille
6	stroppe
6	tungekysse
6	orientere*seg*om
6	hurry#up
6	utøse*over
5	hikstegråte
5	avstå*til
5	trykke*seg*som
5	lauve
5	tove*seg
5	kalibrere
5	delje*til
5	merke*opp
5	overflomme
5	overdynge
5	divergere
5	fløtegratinere
5	tusje
5	realisere*seg
5	forstrekke*med
5	samvirke
5	omplante
5	overspise
5	beregne*seg
5	nasjonalisere
5	fotokopiere
5	frarane
5	utdefinere
5	maskinskrive
5	safe
5	traversere
5	kome
5	shine
5	tilslutte*seg
5	bortlede
5	sammenknyte
5	sakse*fra
5	advokatere
5	oppoverbøye
5	skumle*om
5	knyte*til
5	svire
5	avreagere*på
5	istykkerbite
5	demaskere
5	oppvurdere
5	kneppe*til
5	klave
5	implantere
5	beramme*til
5	kondensere
5	speede*opp
5	melte
5	tyvlytte*på
5	opptegne
5	okke*seg
5	markedsføre*seg
5	oppby
5	henlede*mot
5	undergi
5	subbe*sammen
5	buklande
5	put
5	underdrive
5	omfortolke
5	skatte*til
5	tyste*til
5	speak#to
5	lodde*ut
5	avsynge
5	utmaie
5	restituere*seg
5	play
5	glamme
5	snauhugge
5	påbrodere
5	knabbe*fra
5	gjøne*med
5	nedskrible
5	sanke*inn
5	mane
5	tystne
5	dehumanisere
5	savle
5	snevre*seg*inn
5	kløve*seg
5	komme*på#kant*med
5	mørklakkere
5	bolte*igjen
5	call
5	ile*forbi
5	skjørte*opp
5	vanstyre
5	tilfryse
5	engste*seg*over
5	sikkerhetsklarere
5	rådgi
5	lege*seg
5	kniple
5	skråstille
5	manikyrere
5	fuck
5	skreppe
5	amortisere
5	vindsurfe
5	pålogge
5	veikne
5	aspirere*til
5	tillage
5	lide
5	streke*over
5	utkaste
5	stanse&cut*ut
5	æreskjelle
5	krokere
5	gi*videre
5	mytologisere
5	anspenne*seg
5	utkoble
5	åpenbare*seg*som
5	gjenknappe
5	stenografere
5	carry
5	anstifte
5	skeive
5	stryke*seg*til
5	tjelde
5	gjennomdrøfte
5	fordumme
5	nyvåkne
5	hauge*seg*opp
5	farge*av
5	logge*ut
5	desorganisere
5	bespise
5	forelese*i
5	okke
5	flomme*utover
5	fote*seg
5	avbøte
5	rule
5	mystifisere
5	brødfø*seg
5	kunstner
5	tillyse
5	vike*av
5	gjenlåse
5	svanse
5	kløkke
5	orde*frempå
5	kommen
5	tørrtrene
5	vispe*sammen
5	smake*til
5	utvinne*fra
5	rå*fra
5	poststemple
5	stenge*inn
5	patentere
5	chatte
5	heade
5	deise*til
5	hear
5	boffe
5	påregne
5	snorksove
5	skyte*sammen
5	profanere
5	jøye*seg
5	surre*opp
5	klingre
5	endre*i
5	kassere*inn
5	popularisere
5	revitalisere
5	klæsje
5	finfordele
5	formgi
5	kalligrafere
5	floppe
5	stanke
5	gründe
5	uttørre
5	verdisette
5	gravitere
5	tidfeste*til
5	nedringe
5	spenne*om
5	dregge
5	akklimatisere
5	innpasse*i
5	røste
5	bebyrde*med
5	vinne*frem*med
5	maure
5	tilgro
5	amerikanisere
5	sanere
5	spavende
5	krisle
5	gnikse
5	korke*seg
5	omregne
5	avleire
5	oppebære
5	vitalisere
5	lønne*for
5	tilsmøre
5	tigge*for
5	kneppe*på
5	slette*til
5	trykke*seg*over
5	introdusere*som
5	smede
5	grense*opp*mot
5	livnære
5	skravere
5	underhandle
5	coache
5	ugreie
5	leske*seg*på
5	underliggjøre
5	snekre*på
5	kausjonere*for
5	havne*om
5	rustne
5	sikksakke
5	gjenklebe
5	sleep
5	will
5	utruste*til
5	utkrystallisere
5	doktorere
5	faststøpe
5	klore*seg*på
5	knubbe
5	prange*med
5	nazifisere
5	realitetsorientere
5	avskilte
5	motorisere
5	forgå*seg*mot
5	hildre
5	disiplinere*seg
5	bortadoptere
5	dampe*opp
5	vøle
5	samstemme*med
5	brette*inn
5	stemme*ned
5	briljere*i
5	gakke
5	akkreditere
5	maule
5	skjenke*seg
5	assurere
5	halvdøse
5	meisle*ut
5	selektere
5	pirke*seg*med
5	såte
5	grønske
5	kolorere
5	bestråle
5	snobbe
5	monopolisere
5	tjuvlese
5	blakke*seg
5	omstrukturere
5	abonnere
5	solde
4	subtrahere
4	fingergre
4	kiss
4	polemisere*mot
4	seksjonere
4	forme*ut
4	bokføre*som
4	kløne
4	avbite
4	furte*over
4	svindle*for
4	lesse*opp
4	liggje
4	klausulere
4	utruste*seg*med
4	sprenglese
4	tråve
4	firdoble
4	småsnorke
4	forbitre*for
4	bøye*av*fra
4	knatte
4	validere
4	by*ut
4	slitne
4	nøste*sammen
4	kile*seg*fast*i
4	skipe*til
4	avvende
4	intervenere*i
4	cashe*inn
4	preservere
4	byttehandle
4	mankere
4	slå*igjennom*som
4	gryle
4	valse*ned
4	regne*ut
4	plait
4	kumulere
4	nulle*ut
4	opptrene
4	plistre
4	utkalle*til
4	pense*inn*på
4	nedtrakke
4	presidere*i
4	roste
4	ferdiglage
4	gradbøye
4	katalysere
4	lærer
4	uroe*seg*over
4	akkedere
4	tilskynde
4	send
4	utkrystallisere*seg
4	artsbestemme
4	nyspraye
4	stage
4	henstille*prp
4	frembære
4	nate
4	geberde*seg*som
4	happen
4	dra*innpå
4	stresse*opp
4	spontanabortere
4	slaske
4	rokere
4	bælje
4	renspise
4	kubbe
4	storskrike
4	økonomisere
4	avkreve*fra
4	margstjele
4	høve*til
4	pasifisere
4	save
4	utklekke
4	sniklytte
4	innstøpe
4	naue
4	hefte*sammen
4	bunnfryse
4	range
4	tranchere
4	forstikke*seg
4	stay
4	gjennomlese
4	skubbe*opp
4	might
4	lauge
4	emigrere*til
4	slapne
4	hærverke
4	avsvi
4	forvenne*med
4	snøre*inn
4	snavle
4	preppe
4	gutere
4	ha*imot
4	stalle
4	sammenstue
4	artikulere*seg
4	stryke*seg*av
4	væte*seg
4	konspirere*med
4	nyttegjøre
4	reintrodusere
4	emansipere*seg
4	matte*ut
4	dadle
4	motregne
4	kile*på
4	grine*over
4	mishage
4	forget
4	grene*seg
4	avhente
4	slumpe*til
4	strype
4	fralegge*seg
4	av-emosjonalisere
4	overlaste
4	uinspirere
4	finte*ut
4	tilgjengeliggjøre
4	jevnføre
4	synse*om
4	underslå*fra
4	frabeordre
4	påsveise
4	utklasse
4	desintegrere
4	snippe
4	seide*mot
4	forelese*for
4	blottstille*seg*for
4	synkopere
4	pine*ut
4	grundere
4	subbe*ned
4	fø*opp
4	knipse*etter
4	gardere
4	mønje
4	frappere
4	skarre*på
4	skave*av
4	prikle
4	slampe
4	objektivisere
4	slagge
4	besvære*seg
4	hylgrine
4	reprodusere*seg
4	oppmagasinere
4	viske*av
4	stortrives
4	pikere
4	perse
4	fasettere
4	skjerme*seg*fra
4	deklassere
4	strende
4	nugge
4	straffe*seg*for
4	poffe
4	totalskade
4	innstille*etter
4	flakne
4	bestøve
4	reaktivere
4	pilte
4	dingdonge
4	passiare
4	finsikte
4	byråkratisere
4	gjennomrote
4	akkedere*med
4	plukke*ut*til
4	nyoppkaste
4	fornedre*seg*til
4	utruste*for
4	prale
4	maksimalisere
4	risikoanalysere
4	file*av
4	sleike*på
4	utbe
4	rekommandere
4	beg
4	vederkvege
4	fyllekjøre
4	lagge
4	registrere*seg*som
4	ettergå
4	resymere
4	rotfylle
4	spjåke*seg*til
4	flashe
4	bløtkoke
4	montere*opp
4	sjefe*over
4	sprutregne
4	slå*seg*sammen*om
4	sentimentalisere
4	oppfostre*på
4	teknifisere
4	skrue*i
4	kolportere
4	elektrifisere
4	frasere
4	opphisse*seg
4	ejakulere
4	drasse*rundt*med
4	gauke
4	verve*seg*som
4	smalne*inn
4	tusse
4	oppklore
4	fantasere*seg*frem*til
4	stivpiske
4	nybrygge
4	forfølge*for
4	innkjøre
4	lånta
4	halvskjule
4	eve*seg
4	tefte
4	ruinere*seg
4	gje
4	monumentalisere
4	brekke*om
4	videreforedle
4	bespotte
4	skjemmes*for
4	førtidspensjonere*seg
4	proletarisere
4	binde*inn
4	skrifte*for
4	komme*tilbake*til
4	vinne*ut
4	sette*opp*til
4	kakke*til
4	modulere
4	avluse
4	joje
4	steine*til
4	prange*på
4	ørte
4	duellere*med
4	spleise*sammen
4	betjene*seg*av
4	avhugge
4	opptenne
4	utspre
4	galdre
4	skavle
4	røntgenfotografere
4	reetablere
4	lange*i vei
4	twitre
4	bløte*seg
4	ugge
4	komplimentere*med
4	psyke*ned
4	komme&get*seg*innpå
4	fantasere*over
4	lie
4	zoome*ut
4	keep
4	read
4	underby
4	salve*til
4	vånde*seg
4	transpirere
4	innordne*i
4	sperre*inn
4	gyne
4	avgnage
4	gjelle
4	sjaue*med
4	anføre*som
4	uttvære
4	use
4	erotisere
4	reservere*seg*mot
4	innfatte
4	opptygge
4	pensle*ut
4	sable*ned
4	diskontere
4	desimere
4	ihjelkoke
4	knippe
4	klemme*istykker
4	skipe*ut
4	femdoble
4	kvalifisere*seg*for
4	immatrikulere
4	utdanne*seg*i
4	tute*for
4	tilrede
4	falde
4	patinere
4	slipe*av
4	nydanne
4	natte*over
4	verbalisere
4	fluorescere
4	utlede*fra
4	fliselegge
3	show
3	neddra
3	buske*seg
3	ta*på#kraft&strength
3	tromle
3	varsko*om
3	subbe*inn
3	file*over
3	silrenne
3	spe*ut
3	vove
3	uleilige*seg
3	internasjonalisere
3	lønnsbeskatte
3	cause
3	samordne*seg
3	enes
3	DNA-teste
3	psyke*ut
3	forse*seg*på
3	forplikte*seg*på
3	fosforescere
3	tyvstarte*på
3	tvette*seg
3	forespørre*om
3	frø*seg
3	trivialisere
3	work
3	spenne*imot
3	overtre
3	frøse
3	slure*med
3	portrettintervjue
3	fortykke
3	run
3	forarme
3	styrte*om
3	beklippe
3	tyvlytte*til
3	innvelge*i
3	stjerneså
3	forsumpe
3	freake
3	help
3	haben
3	relativisere
3	bjeffe*ut
3	onne
3	istykkertråkke
3	underspille
3	ritualisere
3	parlamentere
3	pigge*seg*opp
3	sjabbe
3	man
3	eige
3	vanrøkte
3	forfriske*seg*med
3	nedrase
3	brennen
3	bemyndige
3	spesialjobbe
3	foredra*om
3	nirøyke
3	opphakke
3	fisle
3	objektivere
3	reipe
3	maskinere
3	halvsåle
3	innvelge*som
3	naturalisere
3	miss
3	trinse
3	testamentere*bort
3	vilje
3	seek
3	den
3	miskle
3	strimle*opp
3	kvakke
3	underkjøle
3	tygge*opp
3	go#on
3	trevle*seg
3	wait
3	avle*opp
3	adsprede*seg
3	pasteurisere
3	ikonisere
3	ferme
3	havne*etter
3	dekode
3	stampe*opp
3	enes*med
3	avsvekke
3	kollektivisere
3	selvklebe
3	kappete
3	unndra*fra
3	pjatte
3	hold
3	palpere
3	falsifisere
3	blokke*ut
3	pode*inn
3	korte*av
3	fremoverstupe
3	snåve
3	mann
3	nyhøste
3	kryssforhøre*om
3	rulle*på*seg
3	gymnastisere
3	gnelle
3	start
3	hurry
3	krenelere
3	dekomprimere
3	lend
3	knarke
3	avsone
3	sele*av
3	anfalle
3	prale*av
3	krøple
3	tenkje
3	knuspe
3	forutskikke
3	plagiere
3	snorte
3	overlesse
3	survive
3	syntetisere
3	hitte*på
3	ombytte
3	varde
3	flatne
3	nisse
3	overbetone
3	ættlede
3	foranstalte
3	thank
3	tilvise
3	punke
3	utrope*til
3	angle
3	raspe*med*seg
3	overanalysere
3	find
3	pelse
3	psykoanalysere
3	jevnføre*med
3	råke*borti
3	kontrahere
3	skrue*tilbake
3	uplanlegge
3	intubere
3	brutalisere
3	kuple*seg
3	humanisere
3	kritisere*for
3	tømre*opp
3	eksersere*med
3	avtalefeste
3	forvelle
3	bortdefinere
3	utskyte
3	spanske*seg
3	fall
3	vike*av*fra
3	retirere
3	braske
3	lepe
3	tilvende*seg
3	oppruste
3	troppe*på
3	meinen
3	narre*fra
3	rive*sund
3	brodde
3	konsertere
3	væpne*seg*til
3	drøse
3	kaldprate
3	rekolonisere
3	svirpe
3	omramme
3	henrive
3	skubbe*ned
3	fordriste*seg*til
3	resonnere*over
3	formatere
